Date,TEMPHELPS,TEMPHELPS_Delta,CREDITDELINQ,CREDITDELINQ_Delta,SEARCHTREND,SEARCHTREND_Delta,Minority_Unemployment,Minority_Unemployment_Delta,Community_College_Enrollment,Community_College_Enrollment_Delta,RecessionLabel
1975-11-01,0.9601346245413468,-0.03986537545865321,0.0427349773085209,-0.04108226330767441,0.9361961303095644,-0.06380386969043561,0.4536582307187538,-0.10059777363984268,0.4327182828177029,-0.04208393275675626,0.0
1975-12-01,0.958349572421654,-0.0017850521196928204,0.008239130394377,-0.034495846914143896,0.9600789484558176,0.02388281814625326,0.4534270246429743,-0.0002312060757794776,0.3972207664544773,-0.03549751636322562,0.0
1976-01-01,0.9920647245966656,0.03371515217501164,0.0260184647049726,0.0177793343105956,0.9530423074802868,-0.007036640975530806,0.5241962271566034,0.07076920251362911,0.413998431315991,0.01677766486151372,0.0
1976-02-01,0.882633149703671,-0.1094315748929946,0.0,-0.0260184647049726,1.0,0.04695769251971316,0.3086719755342202,-0.2155242516223832,0.3437255476350812,-0.07027288368090984,0.0
1976-03-01,0.8903818212291063,0.007748671525435236,0.1363109712679865,0.1363109712679865,0.9565091914835552,-0.04349080851644482,0.3275082167486967,0.018836241214476468,0.5222875989808413,0.17856205134576014,0.0
1976-04-01,0.9468438873109064,0.056462066081800155,0.0214861008349884,-0.1148248704329981,1.0,0.04349080851644482,0.4437712470759027,0.11626303032720603,0.4064610590987614,-0.11582653988207992,0.0
1976-05-01,0.9226472586744308,-0.024196628636475648,0.0214964509155534,1.0350080565001835e-05,0.9118965820447188,-0.0881034179552812,0.39871688796655763,-0.04505435910934508,0.4054697397302447,-0.0009913193685167077,0.0
1976-06-01,0.9873317322391126,0.06468447356468188,0.0533167118293252,0.0318202609137718,0.9438165240475258,0.03191994200280701,0.5314247332595274,0.1327078452929698,0.4362883311949346,0.030818591464689904,0.0
1976-07-01,0.9245487127514852,-0.06278301948762743,0.0420805116703081,-0.0112362001590171,0.870573553168325,-0.07324297087920084,0.4091975924478789,-0.12222714081164854,0.4240504615868357,-0.012237869608098917,0.0
1976-08-01,0.8976652823789784,-0.026883430372506845,0.0302259207465108,-0.0118545909237973,1.0,0.12942644683167503,0.3587696298664709,-0.050427962581408026,0.4111942012139566,-0.01285626037287907,0.0
1976-09-01,1.0,0.10233471762102164,0.0,-0.0302259207465108,0.8127488035825753,-0.18725119641742471,0.6465648768921555,0.2877952470256846,0.36047627722773445,-0.05071792398622216,0.0
1976-10-01,0.9536527542578102,-0.046347245742189846,0.0446084762875176,0.0446084762875176,0.8651038928499967,0.052355089267421384,0.47742236995134646,-0.169142506940809,0.4235734178567998,0.06309714062906535,0.0
1976-11-01,0.96664853043473,0.012995776176919827,0.1161379527035513,0.0715294764160337,0.8573043072914549,-0.007799585558541766,0.5067528204687923,0.029330450517445872,0.49410122482375174,0.07052780696695193,0.0
1976-12-01,0.8903652618078581,-0.07628326862687185,0.0903093996366303,-0.025828553066921,0.8209281889941027,-0.03637611829735221,0.3575251813786543,-0.14922763909013803,0.46727100230774893,-0.02683022251600281,0.0
1977-01-01,0.9327140858104688,0.04234882400261064,0.1036993981099331,0.0133899984733028,0.7643243261119963,-0.05660386288210639,0.44556172754748175,0.08803654616882745,0.47965933133196986,0.012388329024220934,0.0
1977-02-01,0.963809902440418,0.031095816629949202,0.0,-0.1036993981099331,0.7392887836568562,-0.02503554245514006,0.5110922589709866,0.0655305314235049,0.3744392161784408,-0.10522011515352908,0.0
1977-03-01,0.8990446450020066,-0.06476525743841133,0.0,0.0,0.7191199800303483,-0.02016880362650797,0.3849006422577697,-0.12619161671321694,0.350519758987071,-0.023919457191369786,0.0
1977-04-01,0.9737097757086024,0.07466513070659575,0.0207557291202262,0.0207557291202262,0.679809629459966,-0.039310350570382235,0.5375698018345672,0.15266915957679744,0.3937106539950176,0.043190895007946595,0.0
1977-05-01,0.9232234912135756,-0.05048628449502679,0.0308329901887252,0.010077261068498999,0.7047908964307772,0.024981266970811156,0.4399361310081195,-0.09763367082644764,0.40278624561443477,0.009075591619417178,0.0
1977-06-01,0.937001289138049,0.013777797924473423,0.0837579899469197,0.0529249997581945,0.7358967031859722,0.03110580675519503,0.4708306250206723,0.030894494012552787,0.45470957592354744,0.05192333030911267,0.0
1977-07-01,0.91983119693444,-0.01717009220360899,0.0,-0.0837579899469197,0.565738303442504,-0.17015839974346825,0.4398293387770603,-0.03100128624361198,0.31537676851425905,-0.13933280740928838,0.0
1977-08-01,1.0,0.08016880306555996,0.1075292688945665,0.1075292688945665,0.4929683873104273,-0.07276991613207667,0.6852278184508938,0.24539847967383344,0.47647751597303073,0.16110074745877168,0.0
1977-09-01,0.9459027681454072,-0.05409723185459281,0.0241530274416682,-0.0833762414528983,0.5246296394645602,0.0316612521541329,0.4986502775262066,-0.18657754092468715,0.39209960507105057,-0.08437791090198016,0.0
1977-10-01,0.8920226338527059,-0.05388013429270133,0.0117110383223284,-0.012441989119339799,0.6254913379777364,0.10086169851317617,0.39422890710440994,-0.10442137042179667,0.378655946502629,-0.013443658568421557,0.0
1977-11-01,0.9843659768238572,0.09234334297115132,0.0,-0.0117110383223284,0.4237990787045779,-0.20169225927315848,0.5822544912103189,0.18802558410590897,0.34939478123699164,-0.02926116526563738,0.0
1977-12-01,0.8805270996383437,-0.10383887718551343,0.0,0.0,0.5135682106078581,0.08976913190328017,0.37791563500289777,-0.20433885620742115,0.31725716640671153,-0.0321376148302801,0.0
1978-01-01,0.9503430128053296,0.06981591316698588,0.0772186293650406,0.0772186293650406,0.4834167751496324,-0.030151435458225684,0.5208863595004756,0.1429707244975778,0.44115852919809573,0.1239013627913842,0.0
1978-02-01,0.8402468777793001,-0.11009613502602955,0.0407276679754469,-0.03649096138959371,0.3401974329347729,-0.1432193422148595,0.30403298761202247,-0.2168533718884531,0.40366589835942024,-0.03749263083867549,0.0
1978-03-01,0.8701516324465643,0.029904754667264277,0.0,-0.0407276679754469,0.3652309974523524,0.025033564517579487,0.3671813951101569,0.06314840749813444,0.33550195501294733,-0.06816394334647291,0.0
1978-04-01,0.944734547603139,0.07458291515657467,0.0,0.0,0.3877983298624364,0.022567332410084018,0.5196861235869124,0.15250472847675545,0.33524606139681923,-0.0002558936161281,0.0
1978-05-01,0.9701453657276504,0.025410818124511403,0.0232775429987657,0.0232775429987657,0.2578392614716633,-0.1299590683907731,0.573846657999541,0.05416053441262869,0.3832107650354936,0.04796470363867439,0.0
1978-06-01,0.9401210017055752,-0.0300243640220752,0.1245195236768235,0.10124198067805779,0.237979635849738,-0.01985962562192531,0.5171368281189971,-0.05670982988054396,0.4834510762644697,0.10024031122897609,0.0
1978-07-01,0.9241007244448618,-0.016020277260713423,0.0290905492932554,-0.0954289743835681,0.1915048217492019,-0.04647481410053611,0.48843517176117596,-0.028701656357821126,0.38702043243181977,-0.09643064383264993,0.0
1978-08-01,0.9131585047030064,-0.010942219741855386,0.0,-0.0290905492932554,0.1434652830764304,-0.0480395386727715,0.4698896304410711,-0.01854554132010483,0.3248428523440947,-0.06217758008772506,0.0
1978-09-01,0.8526181408822964,-0.06054036382071004,0.0317863025553021,0.0317863025553021,0.136649345902476,-0.006815937173954401,0.35214780096325726,-0.11774182947781386,0.3877128467957028,0.06286999445160807,0.0
1978-10-01,0.8888825808991293,0.03626444001683293,0.0314389467212976,-0.000347355834004498,0.0842284862227919,-0.05242085967968409,0.4280155791605291,0.07586777819727186,0.3863638215126165,-0.0013490252830862803,0.0
1978-11-01,0.9001734036890724,0.011290822789943089,0.0,-0.0314389467212976,0.1249445018419747,0.0407160156191828,0.45393612290402124,0.02592054374349212,0.26515566785292144,-0.12120815365969506,0.0
1978-12-01,0.9743920044662046,0.07421860077713216,0.0443637207809541,0.0443637207809541,0.0641530605613707,-0.060791441280604,0.6057122226218916,0.15177609971787037,0.3972852566741094,0.13212958882118797,0.0
1979-01-01,0.9370473585518788,-0.037344645914325736,0.0365334070454926,-0.007830313735461503,0.0954362229234014,0.0312831623620307,0.5343618289568461,-0.07135039366504548,0.3884532734895661,-0.008831983184543313,0.0
1979-02-01,0.830044987223516,-0.10700237132836277,0.0838921212456792,0.0473587142001866,0.0,-0.0954362229234014,0.3236959844637266,-0.21066584449311954,0.43481031824067096,0.04635704475110486,0.0
1979-03-01,0.9327317443795896,0.10268675715607356,0.1425312772013574,0.05863915595567819,0.0678457545949839,0.0678457545949839,0.5324083969394795,0.2087124124757529,0.4924478047472673,0.057637486506596336,0.0
1979-04-01,0.895603982807231,-0.03712776157235864,0.1074133933805598,-0.035117883820797585,0.0795752919005099,0.011729537305525992,0.4614917719583683,-0.07091662498111118,0.45632825147738787,-0.03611955326987942,0.0
1979-05-01,0.8793425477309458,-0.01626143507628519,0.0386423768245122,-0.0687710165560476,0.0,-0.0795752919005099,0.4323077999694041,-0.02918397198896422,0.3865555654722585,-0.06977268600512937,0.0
1979-06-01,0.942103013106484,0.06276046537553825,0.0,-0.0386423768245122,0.0357190013798868,0.0357190013798868,0.5611676288840868,0.12885982891468267,0.3446737045629165,-0.041881860909341984,0.0
1979-07-01,0.9613997257074351,0.019296712600951116,0.1827581404129103,0.1827581404129103,0.0710083435944001,0.0352893422145133,0.6030999522495951,0.04193232336550834,0.5286679901624931,0.1839942855995766,0.0
1979-08-01,0.9547443064566448,-0.006655419250790384,0.0580527414002235,-0.1247053990126868,0.0,-0.0710083435944001,0.5931280119116199,-0.009971940337975216,0.40296092170072445,-0.12570706846176866,0.0
1979-09-01,0.8645499752578998,-0.09019433119874498,0.0567899537442282,-0.001262787655995301,0.0847275430553179,0.0847275430553179,0.41607824767773616,-0.17704976423388374,0.40069646459564734,-0.002264457105077111,0.0
1979-10-01,0.8893807835446679,0.02483080828676809,0.0558889042421626,-0.0009010495020655984,0.0209513126745505,-0.0637762303807674,0.46907876241487856,0.0530005147371424,0.3987937456444999,-0.001902718951147464,0.0
1979-11-01,0.9197351248256038,0.030354341280935948,0.0680010660851373,0.0121121618429747,0.0,-0.0209513126745505,0.5331263431403563,0.06404758072547778,0.40990423803839277,0.01111049239389289,0.0
1979-12-01,0.9502797605297406,0.03054463570413679,0.0518804768996292,-0.0161205891855081,0.0013668892629083,0.0013668892629083,0.5975545127122359,0.06442816957187958,0.3927819794038029,-0.017122258634589882,0.0
1980-01-01,0.8758743431995551,-0.07440541733018546,0.0314170666008963,-0.0204634102987329,0.0373076239827912,0.0359407347198829,0.452082576215471,-0.14547193649676493,0.3713168996559882,-0.021465079747814697,1.0
1980-02-01,0.8888806571768259,0.0130063139772707,0.0337588893319703,0.0023418227310740003,0.0205064971173917,-0.0168011268653995,0.4814341023336183,0.029351526118147286,0.3726570529379804,0.001340153281992218,1.0
1980-03-01,0.8411774082279122,-0.047703248948913646,0.0604658423322718,0.0267069530003015,0.0530069923536596,0.0325004952362679,0.3893665025993972,-0.09206759973422107,0.3983623364892001,0.025705283551219704,1.0
1980-04-01,0.8350143766423771,-0.006163031585535106,0.0359339367354653,-0.0245319055968065,0.0,-0.0530069923536596,0.38037933759193293,-0.00898716500746427,0.3728287614433118,-0.025533575045888324,1.0
1980-05-01,0.9337815498843176,0.09876717324194051,0.0284645556073771,-0.0074693811280882,0.0592399949008071,0.0592399949008071,0.5812525822394198,0.20087324464748685,0.3643577108661418,-0.008471050577169958,1.0
1980-06-01,0.9592978111113458,0.025516261227028214,0.070430025574912,0.041965469967534905,0.0,-0.0592399949008071,0.6356240028570823,0.054371420617662536,0.4053215113845949,0.04096380051845305,1.0
1980-07-01,0.8862158545219849,-0.0730819565893609,0.0533613227683562,-0.0170687028065558,0.0775199780041999,0.0775199780041999,0.49279898784196663,-0.14282501501511569,0.38725113912895726,-0.018070372255637623,1.0
1980-08-01,0.9383235564137998,0.052107701891814906,0.1423115025176152,0.088950179749259,0.0567268551869996,-0.02079312281720029,0.6003532897892024,0.10755430194723581,0.47519964942913445,0.0879485103001772,0.0
1980-09-01,0.9045592636897772,-0.03376429272402259,0.0,-0.1423115025176152,0.085673599134198,0.0289467439471984,0.5361636025047634,-0.06418968728443908,0.2674515095803494,-0.20774813984878504,0.0
1980-10-01,0.8525520256253365,-0.05200723806444074,0.1236905345827674,0.1236905345827674,0.2063825275495088,0.1207089284153108,0.43548802453948754,-0.10067557796527582,0.4545753425961231,0.18712383301577368,0.0
1980-11-01,0.9012083445492104,0.0486563189238739,0.1324211210606076,0.00873058647784021,0.2227772917452125,0.01639476419570368,0.5361395605508414,0.1006515360113539,0.4623042596248815,0.007728917028758386,0.0
1980-12-01,0.9583709435152852,0.057162598966074785,0.0,-0.1324211210606076,0.2237086014983125,0.0009313097531000181,0.6538036566465969,0.11766409609575545,0.2963304883795925,-0.16597377124528895,0.0
1981-01-01,0.8780083641546861,-0.0803625793605991,0.0549858206298723,0.0549858206298723,0.1649758501123396,-0.05873275138597292,0.49641739608900487,-0.15738626055759203,0.3828656202959826,0.08653513191639006,0.0
1981-02-01,0.956362399819081,0.07835403566439492,0.054549826483182,-0.00043599414669030084,0.2312991238418476,0.066323273729508,0.6564643655814006,0.16004696949239577,0.38142795670021046,-0.0014376635957721318,0.0
1981-03-01,0.7454735127420904,-0.2108888870769906,0.0037479544961623,-0.0508018719870197,0.3363741009083424,0.10507497706649482,0.23802548959102554,-0.4184388759903751,0.32962441526410896,-0.0518035414361015,0.0
1981-04-01,0.915886444083536,0.17041293134144564,0.0362343743015914,0.0324864198054291,0.3123551482067501,-0.024018952701592322,0.5821902504375224,0.34416476084649683,0.36110916562045625,0.03148475035634729,0.0
1981-05-01,0.8774742231948802,-0.03841222088865581,0.0205980858569255,-0.015636288444665896,0.4516110610947055,0.1392559128879554,0.5087047068238171,-0.0734855436137053,0.3444712077267086,-0.016637957893747668,0.0
1981-06-01,0.8565020531778752,-0.02097217001700502,0.1647420697504799,0.1441439838935544,0.3863822336508799,-0.06522882744382558,0.47009926495341325,-0.03860544187040382,0.48761352217118115,0.14314231444447256,0.0
1981-07-01,0.8743710104461407,0.01786895726826554,0.1249141366857536,-0.03982793306472629,0.4079553607634504,0.021573127112570478,0.5091760776535502,0.039076812700136965,0.4467839196573731,-0.04082960251380807,1.0
1981-08-01,0.768735076807518,-0.10563593363862278,0.1427096412271703,0.017795504541416707,0.4149643868838701,0.0070090261204197035,0.3012431085399107,-0.2079329691136395,0.46357775474970797,0.016793835092334897,1.0
1981-09-01,0.855460479063884,0.08672540225636605,0.116217159128706,-0.026492482098464304,0.4694594132893792,0.05449502640550907,0.4780328112162488,0.1767897026763381,0.4360836032021618,-0.027494151547546197,1.0
1981-10-01,0.8826302529495439,0.027169773885659887,0.0246826368147645,-0.0915345223139415,0.4876787484181789,0.018219335128799696,0.5357112571511746,0.057678445934925826,0.3435474114391386,-0.09253619176302319,1.0
1981-11-01,0.9369998775292294,0.05436962457968553,0.0559108815107191,0.0312282446959546,0.5632474535855084,0.07556870516732955,0.6477894044741517,0.11207814732297705,0.37377398668601136,0.030226575246872778,1.0
1981-12-01,0.8355222152966683,-0.10147766223256116,0.1076072923351855,0.051696410824466396,0.6080989311681616,0.044851477582653176,0.44817297817263524,-0.19961642630151644,0.4244687280613959,0.050694741375384544,1.0
1982-01-01,0.8193415969838882,-0.01618061831278006,0.0230338432782741,-0.0845734490569114,0.5531307626516616,-0.05496816851649999,0.4191506397106812,-0.02902233846195401,0.33889360955540276,-0.08557511850599314,1.0
1982-02-01,0.8330089758675178,0.013667378883629566,0.1207918246805726,0.09775798140229851,0.5576433240103774,0.004512561358715805,0.44982429564154636,0.03067365593086513,0.4356499215086194,0.09675631195321666,1.0
1982-03-01,0.9021974848500453,0.06918850898252749,0.0741273027131283,-0.046664521967444306,0.5636431054080954,0.0059997813977179515,0.5915402117702074,0.14171591612866108,0.38798373009209325,-0.04766619141652617,1.0
1982-04-01,0.8711954853661228,-0.03100199948392246,0.0684042016926369,-0.005723101020491395,0.7114425902515132,0.14779948484341787,0.5328751109659684,-0.058665100804239034,0.38125895962252015,-0.006724770469573094,1.0
1982-05-01,0.8266004706129837,-0.044595014753139095,0.1236949099293732,0.05529070823673629,0.6606759635550724,-0.05076662669644083,0.4470239796232961,-0.0858511313426723,0.4355479984101746,0.05428903878765445,1.0
1982-06-01,0.8770824033752003,0.050481932762216575,0.1113617465425824,-0.012333163386790802,0.6370863677923067,-0.023589595762765758,0.5513267433113356,0.10430276368803948,0.422213165574302,-0.013334832835872612,1.0
1982-07-01,0.8546034601051316,-0.02247894327006872,0.0721019421264082,-0.03925980441617419,0.7920093543737197,0.154922986581413,0.509707754934804,-0.04161898837653155,0.381951691709046,-0.04026147386525597,1.0
1982-08-01,0.896512383082571,0.04190892297743942,0.1491184100346564,0.07701646790824819,0.9239248341089704,0.13191547973525075,0.596864499053289,0.08715674411848495,0.45796649016821245,0.07601479845916642,1.0
1982-09-01,0.8113080297802558,-0.08520435330231513,0.038100422935531,-0.11101798709912539,0.8243975332303588,-0.09952730087861161,0.4297946906122648,-0.1670698084410242,0.34594683362000517,-0.11201965654820728,1.0
1982-10-01,0.828358128062432,0.017050098282176185,0.1239520391118208,0.08585161617628981,0.8906758778854195,0.06627834465506066,0.4672337853402232,0.03743909472795842,0.4307967803472132,0.08484994672720803,1.0
1982-11-01,0.8234663786539096,-0.004891749408522439,0.1238119911121086,-0.00014004799971220616,0.8754151913351,-0.015260686550319424,0.4607891846867842,-0.006444600653438992,0.4296550628984192,-0.0011417174487939885,1.0
1982-12-01,0.7682265898221086,-0.05523978883180103,0.0796812756970717,-0.044130715415036895,0.8873780956657052,0.011962904330605206,0.35364850518678814,-0.10714067949999606,0.3845226780343005,-0.04513238486411869,0.0
1983-01-01,0.8545389020001403,0.0863123121780317,0.1124669182239589,0.032785642526887204,0.95761274286953,0.07023464720382477,0.5296120277064577,0.1759635225196695,0.4163066511121059,0.031783973077805394,0.0
1983-02-01,0.8511162026741029,-0.0034226993260373373,0.0346062577416697,-0.0778606604822892,0.914737077294598,-0.042875665574932054,0.526105527217989,-0.003506500488468678,0.33744432118073486,-0.07886232993137104,0.0
1983-03-01,0.8366496628154285,-0.01446653985867441,0.1443649569703617,0.109758699228692,0.9583933036302478,0.043656226335649806,0.500511345664246,-0.025594181553742934,0.4462013509603451,0.10875702977961021,0.0
1983-04-01,0.8229951842327452,-0.013654478582683316,0.089920168636949,-0.054444788333412694,0.9749956197907216,0.016602316160473807,0.4765412866624853,-0.023970059001760746,0.39075489317785056,-0.05544645778249452,0.0
1983-05-01,0.7622865547171788,-0.06070862951556644,0.0740307938822283,-0.0158893747547207,0.937448558461306,-0.03754706132941554,0.35846292579495853,-0.11807836086752677,0.37386384897404806,-0.016891044203802497,0.0
1983-06-01,0.8103533765996286,0.04806682188244982,0.1536190756491065,0.07958828176687821,1.0,0.06255144153869396,0.4579354677234641,0.09947254192850558,0.4524504612918445,0.07858661231779646,0.0
1983-07-01,0.812580467829755,0.0022270912301264323,0.0669530992792059,-0.08666597636990062,0.9799617536157976,-0.020038246384202374,0.465728548347323,0.007793080623858917,0.36478281547286207,-0.08766764581898245,0.0
1983-08-01,0.7879328811132096,-0.024647586716545433,0.0327488884372477,-0.034204210841958196,0.956761122356057,-0.02320063125974059,0.4197722730778381,-0.045956275269484925,0.329576935181822,-0.03520588029104005,0.0
1983-09-01,0.8183130099091871,0.030380128795977512,0.0263421640283123,-0.0064067244089353985,1.0,0.04323887764394296,0.48387142883339906,0.06409915575556097,0.32216854132380485,-0.00740839385801717,0.0
1983-10-01,0.8449103892514114,0.02659737934222428,0.1354757897208713,0.109133625692559,0.9549992715985144,-0.04500072840148561,0.5404050856814538,0.05653365684805478,0.430300497567282,0.10813195624347716,0.0
1983-11-01,0.917347692389408,0.07243730313799668,0.0421554939778569,-0.0933202957430144,1.0,0.04500072840148561,0.6886185901210531,0.14821350443959924,0.3359785323751859,-0.09432196519209612,0.0
1983-12-01,0.8300978388886705,-0.08724985350073755,0.1949183401509711,0.1527628461731142,0.9963760566689762,-0.0036239433310237823,0.5174577812831839,-0.17116080883786922,0.48773970909921827,0.1517611767240324,0.0
1984-01-01,0.8325770187014138,0.0024791798127432596,0.0040838301066486,-0.1908345100443225,1.0,0.0036239433310237823,0.5257550390722764,0.008297257789092516,0.2959035296058139,-0.19183617949340437,0.0
1984-02-01,0.8143077542951641,-0.018269264406249652,0.1940047883644184,0.1899209582577698,1.0,0.0,0.4925554084233833,-0.033199630648893086,0.4848228184145019,0.18891928880868802,0.0
1984-03-01,0.7204220402367173,-0.09388571405844681,0.1207345127591292,-0.07327027560528919,0.9752263746431308,-0.024773625356869222,0.30812287847009584,-0.18443252995328746,0.41055087336013096,-0.07427194505437096,0.0
1984-04-01,0.8133654581474056,0.09294341791068828,0.1063496532545605,-0.014384859504568706,1.0,0.024773625356869222,0.49734861245507833,0.1892257339849825,0.3951643444064804,-0.015386528953650558,0.0
1984-05-01,0.8160332133351147,0.00266775518770912,0.0849410239567144,-0.021408629297846093,1.0,0.0,0.5060230209941027,0.008674408539024347,0.37275404565955256,-0.022410298746927848,0.0
1984-06-01,0.9345143593805249,0.11848114604541016,0.1331454534638473,0.048204429507132884,0.965893066217468,-0.034106933782532045,0.7463242112485287,0.24030119025442598,0.4199568057176036,0.04720276005805102,0.0
1984-07-01,0.8000647564354013,-0.13444960294512354,0.1123085820740831,-0.020836871389764186,0.9219022501309446,-0.04399081608652333,0.48076390352188775,-0.2655603077266409,0.3981182648787576,-0.021838540838845955,0.0
1984-08-01,0.823090722709335,0.023025966273933718,0.1703570807452334,0.05804849867115029,0.8373892073137209,-0.08451304281722372,0.5301547342333612,0.04939083071147349,0.4551650941008261,0.057046829222068496,0.0
1984-09-01,0.8046083180255893,-0.018482404683745735,0.1219050385265911,-0.0484520422186423,0.829614054612091,-0.007775152701629873,0.49652882302947565,-0.03362591120388558,0.405711382433102,-0.04945371166772411,0.0
1984-10-01,0.7462405555480718,-0.058367762477517515,0.1247104136156648,0.0028053750890737056,0.8458747644187953,0.016260709806704243,0.3831321962380468,-0.11339662679142887,0.4075150880730939,0.0018037056399918816,0.0
1984-11-01,0.8601461490729965,0.11390559352492469,0.1000163843809599,-0.0246940292347049,0.8073962937873561,-0.038478470631439166,0.6142822814515021,0.23115008521345531,0.3818193893893072,-0.025695698683786683,0.0
1984-12-01,0.8389322108997811,-0.021213938173215374,0.1163513832546811,0.016334998873721196,0.8038274698210913,-0.003568823966264789,0.5751933032686775,-0.03908897818282464,0.39715271881394665,0.015333329424639441,0.0
1985-01-01,0.8392177075357917,0.00028549663601062925,0.1355904223344193,0.019239039079738215,0.7899855408472134,-0.013841928973877926,0.5791031947043047,0.003909891435627255,0.41539008844460296,0.018237369630656308,0.0
1985-02-01,0.7525272883620995,-0.08669041917369225,0.0356935837060668,-0.09989683862835251,0.7863978460879625,-0.0035876947592509145,0.4090612545205261,-0.1700419401837786,0.31449158036716873,-0.10089850807743422,0.0
1985-03-01,0.8664669275668383,0.11393963920473882,0.0547944016826943,0.0191008179766275,0.7280470194815141,-0.058350826606448414,0.64027943109361,0.23121817657308386,0.33259072889471436,0.018099148527545628,0.0
1985-04-01,0.7245652097986163,-0.14190171776822202,0.1603685469381975,0.10557414525550318,0.7265744763219018,-0.0014725431596123162,0.3598148937207719,-0.28046453737283805,0.4371632047011358,0.10457247580642143,0.0
1985-05-01,0.8223311685464408,0.09776595874782457,0.1327502835925406,-0.027618263345656896,0.6752934942724736,-0.0512809820494281,0.558685709380027,0.19887081565925513,0.4085432719063971,-0.02861993279473868,0.0
1985-06-01,0.9008416460651232,0.07851047751868234,0.1160095143175914,-0.01674076927494919,0.5423876580746129,-0.13290583619786078,0.7190455625809978,0.1603598532009708,0.3908008331823661,-0.01774243872403103,0.0
1985-07-01,0.7401225994362869,-0.1607190466288363,0.1271320472375768,0.011122532919985384,0.5626872427560635,0.020299584681450655,0.40094636748693113,-0.3180991950940667,0.40092169665326965,0.010120863470903574,0.0
1985-08-01,0.7596650801308797,0.019542480694592856,0.1445911053014725,0.01745905806389572,0.5704779885345255,0.007790745778461949,0.4433702270397228,0.042423859552791654,0.4173790852680836,0.01645738861481394,0.0
1985-09-01,0.7912930857835974,0.03162800565271762,0.1012257054670027,-0.04336539983446981,0.4848967946003619,-0.08558119393416358,0.5099651365087641,0.06659490946904129,0.37301201598453193,-0.04436706928355166,0.0
1985-10-01,0.7594672857416024,-0.03182580004199498,0.0903001226614369,-0.010925582805565798,0.5428848239175427,0.05798802931718078,0.44965243458838006,-0.060312701920384015,0.3610847637298844,-0.011927252254647525,0.0
1985-11-01,0.7054384478123027,-0.05402883792929969,0.1400092911355184,0.04970916847408151,0.5568781686049165,0.013993344687373788,0.34493365689338673,-0.10471877769499333,0.4097922627548841,0.04870749902499971,0.0
1985-12-01,0.7847303190241077,0.07929187121180503,0.0823000589489645,-0.05770923218655391,0.5088142681208329,-0.0480639004840836,0.5068562974806027,0.16192264058721595,0.3510813611192484,-0.05871090163563569,0.0
1986-01-01,0.7265175355156981,-0.05821278350840964,0.1526330050645216,0.0703329461155571,0.4049604615675782,-0.10385380655325466,0.3937696286273895,-0.11308666885321317,0.42041263778572363,0.0693312766664752,0.0
1986-02-01,0.8016428936519594,0.07512535813626131,0.0480928565159877,-0.1045401485485339,0.4582828586060831,0.05332239703850489,0.5473592430635181,0.15358961443612862,0.314870819788108,-0.10554181799761564,0.0
1986-03-01,0.7303226113267072,-0.07132028232525223,0.1856814880432437,0.13758863152725598,0.3597865093640854,-0.09849634924199768,0.4080575765766197,-0.13930166648689846,0.4514577818662822,0.13658696207817422,0.0
